order_id,line_number,product_id,quantity,unit_price,line_revenue
O0009158,2,P0067,1,28.46,28.46
O0009159,1,P0062,1,88.18,88.18
O0009159,2,P0044,1,125.17,125.17
O0009159,3,P0068,1,28.98,28.98
O0009159,4,P0065,1,71.97,71.97
O0009160,1,P0015,1,85.65,85.65
O0009160,2,P0030,1,37.94,37.94
O0009161,1,P0033,1,99.37,99.37
O0009161,2,P0018,1,89.68,89.68
O0009162,1,P0006,1,33.97,33.97
O0009163,1,P0047,1,109.33,109.33
O0009163,2,P0010,1,101.78,101.78
O0009164,1,P0004,1,47.94,47.94
O0009164,2,P0012,1,80.31,80.31
O0009165,1,P0033,1,99.37,99.37
O0009165,2,P0014,2,47.23,94.46
O0009165,3,P0017,1,73.25,73.25
O0009165,4,P0005,1,78.89,78.89
O0009166,1,P0043,1,30.05,30.05
O0009166,2,P0038,2,68.95,137.9
O0009167,1,P0059,3,98.25,294.75
O0009168,1,P0006,1,33.97,33.97
O0009168,2,P0010,1,101.78,101.78
O0009169,1,P0037,2,53.44,106.88
O0009170,1,P0043,1,30.05,30.05
O0009171,1,P0025,1,24.47,24.47
O0009171,2,P0053,1,32.46,32.46
O0009172,1,P0025,1,24.47,24.47
O0009172,2,P0033,1,99.37,99.37
O0009172,3,P0024,1,37.29,37.29
O0009172,4,P0006,2,33.97,67.94
O0009173,1,P0024,1,37.29,37.29
O0009173,2,P0047,3,109.33,327.99
O0009173,3,P0065,1,71.97,71.97
O0009173,4,P0013,1,38.38,38.38
O0009173,5,P0018,1,89.68,89.68
O0009174,1,P0057,2,40.4,80.8
O0009175,1,P0036,1,58.17,58.17
O0009176,1,P0057,1,40.4,40.4
O0009176,2,P0027,3,49.51,148.53
O0009176,3,P0032,1,35.8,35.8
O0009176,4,P0062,1,88.18,88.18
O0009176,5,P0024,1,37.29,37.29
O0009177,1,P0072,1,37.63,37.63
O0009177,2,P0018,1,89.68,89.68
O0009177,3,P0024,1,37.29,37.29
O0009178,1,P0024,2,37.29,74.58
O0009178,2,P0018,2,89.68,179.36
O0009179,1,P0043,1,30.05,30.05
O0009180,1,P0024,1,37.29,37.29
O0009180,2,P0043,2,30.05,60.1
O0009181,1,P0068,2,28.98,57.96
O0009181,2,P0033,2,99.37,198.74
O0009181,3,P0069,2,21.83,43.66
O0009182,1,P0065,2,71.97,143.94
O0009183,1,P0030,2,37.94,75.88
O0009183,2,P0025,2,24.47,48.94
O0009184,1,P0025,2,24.47,48.94
O0009185,1,P0055,1,52.43,52.43
O0009185,2,P0030,3,37.94,113.82
O0009185,3,P0065,1,71.97,71.97
O0009185,4,P0006,1,33.97,33.97
O0009186,1,P0025,3,24.47,73.41
O0009186,2,P0009,1,38.06,38.06
O0009187,1,P0047,2,109.33,218.66
O0009187,2,P0006,1,33.97,33.97
O0009187,3,P0037,1,53.44,53.44
O0009187,4,P0065,1,71.97,71.97
O0009188,1,P0005,1,78.89,78.89
O0009188,2,P0033,1,99.37,99.37
O0009188,3,P0061,1,129.09,129.09
O0009188,4,P0047,1,109.33,109.33
O0009189,1,P0023,1,22.84,22.84
O0009189,2,P0050,1,82.83,82.83
O0009189,3,P0042,1,79.38,79.38
O0009190,1,P0005,2,78.89,157.78
O0009190,2,P0051,1,68.42,68.42
O0009190,3,P0025,1,24.47,24.47
O0009191,1,P0026,2,48.94,97.88
O0009191,2,P0050,1,82.83,82.83
O0009191,3,P0056,1,43.48,43.48
O0009191,4,P0002,1,47.11,47.11
O0009191,5,P0043,1,30.05,30.05
O0009191,6,P0025,1,24.47,24.47
O0009192,1,P0050,1,82.83,82.83
O0009192,2,P0025,1,24.47,24.47
O0009192,3,P0042,1,79.38,79.38
O0009193,1,P0006,1,33.97,33.97
O0009194,1,P0024,1,37.29,37.29
O0009195,1,P0030,2,37.94,75.88
O0009195,2,P0036,1,58.17,58.17
O0009195,3,P0005,1,78.89,78.89
O0009196,1,P0070,1,110.67,110.67
O0009197,1,P0049,1,63.74,63.74
O0009197,2,P0011,1,45.27,45.27
O0009197,3,P0060,1,55.12,55.12
O0009197,4,P0046,1,77.37,77.37
O0009197,5,P0068,1,28.98,28.98
O0009198,1,P0005,2,78.89,157.78
O0009199,1,P0061,1,129.09,129.09
O0009199,2,P0006,1,33.97,33.97
O0009199,3,P0043,1,30.05,30.05
O0009200,1,P0069,1,21.83,21.83
O0009200,2,P0059,1,98.25,98.25
O0009200,3,P0065,1,71.97,71.97
O0009200,4,P0029,1,60.58,60.58
O0009201,1,P0059,2,98.25,196.5
O0009201,2,P0021,1,65.9,65.9
O0009202,1,P0014,1,47.23,47.23
O0009202,2,P0010,2,101.78,203.56
O0009203,1,P0049,1,63.74,63.74
O0009204,1,P0030,1,37.94,37.94
O0009205,1,P0065,1,71.97,71.97
O0009205,2,P0027,1,49.51,49.51
O0009205,3,P0059,1,98.25,98.25
O0009206,1,P0025,1,24.47,24.47
O0009206,2,P0070,2,110.67,221.34
O0009206,3,P0057,1,40.4,40.4
O0009207,1,P0075,1,143.87,143.87
O0009208,1,P0030,1,37.94,37.94
O0009208,2,P0036,1,58.17,58.17
O0009208,3,P0065,2,71.97,143.94
O0009209,1,P0055,1,52.43,52.43
O0009209,2,P0025,1,24.47,24.47
O0009209,3,P0011,2,45.27,90.54
O0009209,4,P0024,2,37.29,74.58
O0009209,5,P0045,2,66.67,133.34
O0009210,1,P0057,1,40.4,40.4
O0009210,2,P0042,1,79.38,79.38
O0009210,3,P0012,1,80.31,80.31
O0009210,4,P0031,1,29.37,29.37
O0009211,1,P0005,1,78.89,78.89
O0009212,1,P0057,1,40.4,40.4
O0009212,2,P0062,1,88.18,88.18
O0009213,1,P0008,1,28.73,28.73
O0009214,1,P0028,1,44.09,44.09
O0009215,1,P0042,1,79.38,79.38
O0009215,2,P0043,1,30.05,30.05
O0009215,3,P0012,1,80.31,80.31
O0009216,1,P0020,2,54.21,108.42
O0009217,1,P0068,1,28.98,28.98
O0009218,1,P0065,2,71.97,143.94
O0009218,2,P0055,1,52.43,52.43
O0009219,1,P0070,1,110.67,110.67
O0009219,2,P0006,2,33.97,67.94
O0009219,3,P0001,1,39.81,39.81
O0009219,4,P0065,1,71.97,71.97
O0009220,1,P0017,1,73.25,73.25
O0009221,1,P0070,1,110.67,110.67
O0009221,2,P0042,1,79.38,79.38
O0009222,1,P0030,1,37.94,37.94
O0009222,2,P0001,1,39.81,39.81
O0009223,1,P0020,1,54.21,54.21
O0009223,2,P0017,2,73.25,146.5
O0009223,3,P0042,2,79.38,158.76
O0009223,4,P0072,1,37.63,37.63
O0009223,5,P0059,1,98.25,98.25
O0009224,1,P0043,1,30.05,30.05
O0009224,2,P0031,1,29.37,29.37
O0009224,3,P0057,1,40.4,40.4
O0009225,1,P0036,1,58.17,58.17
O0009225,2,P0065,2,71.97,143.94
O0009225,3,P0021,1,65.9,65.9
O0009225,4,P0064,3,36.46,109.38
O0009226,1,P0025,1,24.47,24.47
O0009227,1,P0009,1,38.06,38.06
O0009227,2,P0065,1,71.97,71.97
O0009227,3,P0006,3,33.97,101.91
O0009228,1,P0070,1,110.67,110.67
O0009228,2,P0007,1,95.26,95.26
O0009229,1,P0042,2,79.38,158.76
O0009229,2,P0059,2,98.25,196.5
O0009229,3,P0024,2,37.29,74.58
O0009229,4,P0005,1,78.89,78.89
O0009230,1,P0020,1,54.21,54.21
O0009230,2,P0057,1,40.4,40.4
O0009230,3,P0065,1,71.97,71.97
O0009230,4,P0070,1,110.67,110.67
O0009230,5,P0002,1,47.11,47.11
O0009231,1,P0046,1,77.37,77.37
O0009231,2,P0051,2,68.42,136.84
O0009232,1,P0065,2,71.97,143.94
O0009232,2,P0006,1,33.97,33.97
O0009232,3,P0050,1,82.83,82.83
O0009233,1,P0006,1,33.97,33.97
O0009234,1,P0042,1,79.38,79.38
O0009234,2,P0006,1,33.97,33.97
O0009234,3,P0070,2,110.67,221.34
O0009234,4,P0001,3,39.81,119.43
O0009234,5,P0068,1,28.98,28.98
O0009235,1,P0024,1,37.29,37.29
O0009236,1,P0045,1,66.67,66.67
O0009236,2,P0053,3,32.46,97.38
O0009236,3,P0057,2,40.4,80.8
O0009237,1,P0006,1,33.97,33.97
O0009237,2,P0001,1,39.81,39.81
O0009237,3,P0065,2,71.97,143.94
O0009238,1,P0024,1,37.29,37.29
O0009239,1,P0014,1,47.23,47.23
O0009239,2,P0024,2,37.29,74.58
O0009239,3,P0073,1,56.34,56.34
O0009240,1,P0065,1,71.97,71.97
O0009240,2,P0059,2,98.25,196.5
O0009241,1,P0020,1,54.21,54.21
O0009242,1,P0057,1,40.4,40.4
O0009242,2,P0042,1,79.38,79.38
O0009242,3,P0027,2,49.51,99.02
O0009243,1,P0065,1,71.97,71.97
O0009243,2,P0046,1,77.37,77.37
O0009243,3,P0024,1,37.29,37.29
O0009243,4,P0026,2,48.94,97.88
O0009243,5,P0051,1,68.42,68.42
O0009244,1,P0043,1,30.05,30.05
O0009244,2,P0025,2,24.47,48.94
O0009244,3,P0027,2,49.51,99.02
O0009244,4,P0009,2,38.06,76.12
O0009245,1,P0065,2,71.97,143.94
O0009245,2,P0020,2,54.21,108.42
O0009245,3,P0061,1,129.09,129.09
O0009246,1,P0005,2,78.89,157.78
O0009247,1,P0065,1,71.97,71.97
O0009247,2,P0058,1,92.1,92.1
O0009248,1,P0009,1,38.06,38.06
O0009249,1,P0036,1,58.17,58.17
O0009249,2,P0038,1,68.95,68.95
O0009250,1,P0073,1,56.34,56.34
O0009251,1,P0002,1,47.11,47.11
O0009252,1,P0007,1,95.26,95.26
O0009253,1,P0016,2,58.47,116.94
O0009254,1,P0065,3,71.97,215.91
O0009255,1,P0014,1,47.23,47.23
O0009255,2,P0065,1,71.97,71.97
O0009255,3,P0006,2,33.97,67.94
O0009256,1,P0031,1,29.37,29.37
O0009257,1,P0031,1,29.37,29.37
O0009257,2,P0006,1,33.97,33.97
O0009258,1,P0043,2,30.05,60.1
O0009258,2,P0002,1,47.11,47.11
O0009258,3,P0019,3,58.43,175.29
O0009259,1,P0007,1,95.26,95.26
O0009260,1,P0057,3,40.4,121.2
O0009260,2,P0006,2,33.97,67.94
O0009260,3,P0043,1,30.05,30.05
O0009261,1,P0070,1,110.67,110.67
O0009261,2,P0059,1,98.25,98.25
O0009261,3,P0065,1,71.97,71.97
O0009261,4,P0042,1,79.38,79.38
O0009261,5,P0030,1,37.94,37.94
O0009262,1,P0069,1,21.83,21.83
O0009262,2,P0007,1,95.26,95.26
O0009263,1,P0036,2,58.17,116.34
O0009263,2,P0020,1,54.21,54.21
O0009264,1,P0065,2,71.97,143.94
O0009264,2,P0028,1,44.09,44.09
O0009265,1,P0001,3,39.81,119.43
O0009265,2,P0020,2,54.21,108.42
O0009265,3,P0065,1,71.97,71.97
O0009265,4,P0006,1,33.97,33.97
O0009266,1,P0016,1,58.47,58.47
O0009266,2,P0039,1,30.31,30.31
O0009267,1,P0065,1,71.97,71.97
O0009267,2,P0009,1,38.06,38.06
O0009267,3,P0011,1,45.27,45.27
O0009268,1,P0036,1,58.17,58.17
O0009268,2,P0009,1,38.06,38.06
O0009268,3,P0024,1,37.29,37.29
O0009268,4,P0049,2,63.74,127.48
O0009269,1,P0024,1,37.29,37.29
O0009270,1,P0024,1,37.29,37.29
O0009270,2,P0072,1,37.63,37.63
O0009271,1,P0031,1,29.37,29.37
O0009271,2,P0061,1,129.09,129.09
O0009271,3,P0005,3,78.89,236.67
O0009271,4,P0065,1,71.97,71.97
O0009271,5,P0043,1,30.05,30.05
O0009272,1,P0002,1,47.11,47.11
O0009272,2,P0009,1,38.06,38.06
O0009272,3,P0072,1,37.63,37.63
O0009272,4,P0023,1,22.84,22.84
O0009273,1,P0055,2,52.43,104.86
O0009273,2,P0025,1,24.47,24.47
O0009273,3,P0014,2,47.23,94.46
O0009273,4,P0005,1,78.89,78.89
O0009273,5,P0002,2,47.11,94.22
O0009273,6,P0065,1,71.97,71.97
O0009274,1,P0065,2,71.97,143.94
O0009275,1,P0051,1,68.42,68.42
O0009276,1,P0059,1,98.25,98.25
O0009276,2,P0047,1,109.33,109.33
O0009276,3,P0055,2,52.43,104.86
O0009277,1,P0047,1,109.33,109.33
O0009277,2,P0005,1,78.89,78.89
O0009277,3,P0065,1,71.97,71.97
O0009278,1,P0023,1,22.84,22.84
O0009278,2,P0050,2,82.83,165.66
O0009279,1,P0006,1,33.97,33.97
O0009280,1,P0065,1,71.97,71.97
O0009281,1,P0065,2,71.97,143.94
O0009281,2,P0010,1,101.78,101.78
O0009282,1,P0042,1,79.38,79.38
O0009283,1,P0065,1,71.97,71.97
O0009283,2,P0050,1,82.83,82.83
O0009284,1,P0037,1,53.44,53.44
O0009285,1,P0043,1,30.05,30.05
O0009285,2,P0067,1,28.46,28.46
O0009286,1,P0024,3,37.29,111.87
O0009287,1,P0064,1,36.46,36.46
O0009288,1,P0065,1,71.97,71.97
O0009288,2,P0044,1,125.17,125.17
O0009288,3,P0033,1,99.37,99.37
O0009288,4,P0059,2,98.25,196.5
O0009289,1,P0037,1,53.44,53.44
O0009290,1,P0066,1,100.59,100.59
O0009290,2,P0001,1,39.81,39.81
O0009291,1,P0046,1,77.37,77.37
O0009291,2,P0060,1,55.12,55.12
O0009292,1,P0024,2,37.29,74.58
O0009292,2,P0069,1,21.83,21.83
O0009292,3,P0023,1,22.84,22.84
O0009292,4,P0065,1,71.97,71.97
O0009292,5,P0012,1,80.31,80.31
O0009293,1,P0036,1,58.17,58.17
O0009293,2,P0014,2,47.23,94.46
O0009294,1,P0033,2,99.37,198.74
O0009294,2,P0006,1,33.97,33.97
O0009295,1,P0007,3,95.26,285.78
O0009295,2,P0005,1,78.89,78.89
O0009295,3,P0069,3,21.83,65.49
O0009296,1,P0014,1,47.23,47.23
O0009296,2,P0051,1,68.42,68.42
O0009296,3,P0025,1,24.47,24.47
O0009297,1,P0006,2,33.97,67.94
O0009297,2,P0070,1,110.67,110.67
O0009297,3,P0065,1,71.97,71.97
O0009298,1,P0013,2,38.38,76.76
O0009298,2,P0030,1,37.94,37.94
O0009298,3,P0015,1,85.65,85.65
O0009299,1,P0033,1,99.37,99.37
O0009299,2,P0042,2,79.38,158.76
O0009299,3,P0036,2,58.17,116.34
O0009299,4,P0001,3,39.81,119.43
O0009299,5,P0073,2,56.34,112.68
O0009300,1,P0009,1,38.06,38.06
O0009301,1,P0045,2,66.67,133.34
O0009301,2,P0040,1,22.29,22.29
O0009301,3,P0065,2,71.97,143.94
O0009301,4,P0021,2,65.9,131.8
O0009302,1,P0065,1,71.97,71.97
O0009302,2,P0043,1,30.05,30.05
O0009302,3,P0062,1,88.18,88.18
O0009303,1,P0067,1,28.46,28.46
O0009304,1,P0040,1,22.29,22.29
O0009304,2,P0014,1,47.23,47.23
O0009305,1,P0024,1,37.29,37.29
O0009305,2,P0070,1,110.67,110.67
O0009306,1,P0001,1,39.81,39.81
O0009306,2,P0024,1,37.29,37.29
O0009307,1,P0065,1,71.97,71.97
O0009307,2,P0036,3,58.17,174.51
O0009307,3,P0024,1,37.29,37.29
O0009307,4,P0038,1,68.95,68.95
O0009308,1,P0014,2,47.23,94.46
O0009309,1,P0050,2,82.83,165.66
O0009309,2,P0005,1,78.89,78.89
O0009309,3,P0024,1,37.29,37.29
O0009309,4,P0046,1,77.37,77.37
O0009309,5,P0037,3,53.44,160.32
O0009309,6,P0002,1,47.11,47.11
O0009310,1,P0039,1,30.31,30.31
O0009310,2,P0050,1,82.83,82.83
O0009310,3,P0025,3,24.47,73.41
O0009311,1,P0050,1,82.83,82.83
O0009311,2,P0065,1,71.97,71.97
O0009312,1,P0020,1,54.21,54.21
O0009313,1,P0065,1,71.97,71.97
O0009313,2,P0005,1,78.89,78.89
O0009313,3,P0012,1,80.31,80.31
O0009314,1,P0062,3,88.18,264.54
O0009314,2,P0021,1,65.9,65.9
O0009314,3,P0070,1,110.67,110.67
O0009314,4,P0059,1,98.25,98.25
O0009314,5,P0044,2,125.17,250.34
O0009314,6,P0042,1,79.38,79.38
O0009315,1,P0028,1,44.09,44.09
O0009315,2,P0047,1,109.33,109.33
O0009315,3,P0014,1,47.23,47.23
O0009315,4,P0059,1,98.25,98.25
O0009315,5,P0045,1,66.67,66.67
O0009315,6,P0013,1,38.38,38.38
O0009316,1,P0068,1,28.98,28.98
O0009317,1,P0025,1,24.47,24.47
O0009318,1,P0065,1,71.97,71.97
O0009318,2,P0047,1,109.33,109.33
O0009318,3,P0020,1,54.21,54.21
O0009319,1,P0057,1,40.4,40.4
O0009319,2,P0011,3,45.27,135.81
O0009319,3,P0004,2,47.94,95.88
O0009319,4,P0065,1,71.97,71.97
O0009320,1,P0018,1,89.68,89.68
O0009320,2,P0055,2,52.43,104.86
O0009320,3,P0021,1,65.9,65.9
O0009320,4,P0025,1,24.47,24.47
O0009321,1,P0042,2,79.38,158.76
O0009322,1,P0065,1,71.97,71.97
O0009323,1,P0019,1,58.43,58.43
O0009323,2,P0065,2,71.97,143.94
O0009323,3,P0025,1,24.47,24.47
O0009323,4,P0038,1,68.95,68.95
O0009324,1,P0033,3,99.37,298.11
O0009324,2,P0070,2,110.67,221.34
O0009325,1,P0010,1,101.78,101.78
O0009325,2,P0026,3,48.94,146.82
O0009326,1,P0059,1,98.25,98.25
O0009326,2,P0025,1,24.47,24.47
O0009326,3,P0068,1,28.98,28.98
O0009326,4,P0005,1,78.89,78.89
O0009327,1,P0043,1,30.05,30.05
O0009327,2,P0057,2,40.4,80.8
O0009328,1,P0006,1,33.97,33.97
O0009329,1,P0004,2,47.94,95.88
O0009329,2,P0046,2,77.37,154.74
O0009329,3,P0057,1,40.4,40.4
O0009329,4,P0047,1,109.33,109.33
O0009329,5,P0017,1,73.25,73.25
O0009330,1,P0065,1,71.97,71.97
O0009331,1,P0025,2,24.47,48.94
O0009331,2,P0041,2,51.83,103.66
O0009332,1,P0055,2,52.43,104.86
O0009332,2,P0047,1,109.33,109.33
O0009332,3,P0042,1,79.38,79.38
O0009332,4,P0059,1,98.25,98.25
O0009333,1,P0026,1,48.94,48.94
O0009333,2,P0059,1,98.25,98.25
O0009333,3,P0045,1,66.67,66.67
O0009333,4,P0043,1,30.05,30.05
O0009334,1,P0024,1,37.29,37.29
O0009334,2,P0023,1,22.84,22.84
O0009335,1,P0065,2,71.97,143.94
O0009335,2,P0024,1,37.29,37.29
O0009336,1,P0025,2,24.47,48.94
O0009336,2,P0024,1,37.29,37.29
O0009336,3,P0060,1,55.12,55.12
O0009337,1,P0065,1,71.97,71.97
O0009337,2,P0006,1,33.97,33.97
O0009337,3,P0069,2,21.83,43.66
O0009337,4,P0070,2,110.67,221.34
O0009337,5,P0001,1,39.81,39.81
O0009338,1,P0024,1,37.29,37.29
O0009338,2,P0068,3,28.98,86.94
O0009338,3,P0058,1,92.1,92.1
O0009338,4,P0036,1,58.17,58.17
O0009338,5,P0047,1,109.33,109.33
O0009338,6,P0028,1,44.09,44.09
O0009339,1,P0006,2,33.97,67.94
O0009340,1,P0007,1,95.26,95.26
O0009340,2,P0059,3,98.25,294.75
O0009341,1,P0018,2,89.68,179.36
O0009342,1,P0009,2,38.06,76.12
O0009342,2,P0014,1,47.23,47.23
O0009343,1,P0024,1,37.29,37.29
O0009343,2,P0055,1,52.43,52.43
O0009344,1,P0072,1,37.63,37.63
O0009345,1,P0004,1,47.94,47.94
O0009345,2,P0049,1,63.74,63.74
O0009346,1,P0057,3,40.4,121.2
O0009346,2,P0059,1,98.25,98.25
O0009346,3,P0045,1,66.67,66.67
O0009346,4,P0042,1,79.38,79.38
O0009346,5,P0025,1,24.47,24.47
O0009347,1,P0069,1,21.83,21.83
O0009347,2,P0042,1,79.38,79.38
O0009348,1,P0064,1,36.46,36.46
O0009348,2,P0024,1,37.29,37.29
O0009349,1,P0024,1,37.29,37.29
O0009350,1,P0059,1,98.25,98.25
O0009350,2,P0053,1,32.46,32.46
O0009351,1,P0003,1,45.7,45.7
O0009351,2,P0047,1,109.33,109.33
O0009351,3,P0037,1,53.44,53.44
O0009352,1,P0011,2,45.27,90.54
O0009352,2,P0039,1,30.31,30.31
O0009352,3,P0053,1,32.46,32.46
O0009353,1,P0067,1,28.46,28.46
O0009353,2,P0023,2,22.84,45.68
O0009353,3,P0032,1,35.8,35.8
O0009354,1,P0033,1,99.37,99.37
O0009355,1,P0036,1,58.17,58.17
O0009355,2,P0057,1,40.4,40.4
O0009356,1,P0047,1,109.33,109.33
O0009356,2,P0059,2,98.25,196.5
O0009356,3,P0025,1,24.47,24.47
O0009357,1,P0038,1,68.95,68.95
O0009357,2,P0065,2,71.97,143.94
O0009358,1,P0065,1,71.97,71.97
O0009358,2,P0066,1,100.59,100.59
O0009359,1,P0046,1,77.37,77.37
O0009359,2,P0010,1,101.78,101.78
O0009359,3,P0013,2,38.38,76.76
O0009359,4,P0015,1,85.65,85.65
O0009360,1,P0023,1,22.84,22.84
O0009360,2,P0038,1,68.95,68.95
O0009360,3,P0044,1,125.17,125.17
O0009361,1,P0075,1,143.87,143.87
O0009361,2,P0012,1,80.31,80.31
O0009362,1,P0005,1,78.89,78.89
O0009363,1,P0057,1,40.4,40.4
O0009363,2,P0073,1,56.34,56.34
O0009363,3,P0001,1,39.81,39.81
O0009363,4,P0043,1,30.05,30.05
O0009364,1,P0036,1,58.17,58.17
O0009364,2,P0042,1,79.38,79.38
O0009365,1,P0036,1,58.17,58.17
O0009366,1,P0045,2,66.67,133.34
O0009366,2,P0065,2,71.97,143.94
O0009366,3,P0043,1,30.05,30.05
O0009367,1,P0014,1,47.23,47.23
O0009367,2,P0065,1,71.97,71.97
O0009367,3,P0023,1,22.84,22.84
O0009368,1,P0073,1,56.34,56.34
O0009369,1,P0025,2,24.47,48.94
O0009370,1,P0065,2,71.97,143.94
O0009371,1,P0033,1,99.37,99.37
O0009371,2,P0019,1,58.43,58.43
O0009372,1,P0059,2,98.25,196.5
O0009372,2,P0065,1,71.97,71.97
O0009373,1,P0060,2,55.12,110.24
O0009373,2,P0009,1,38.06,38.06
O0009374,1,P0068,1,28.98,28.98
O0009375,1,P0005,1,78.89,78.89
O0009375,2,P0029,2,60.58,121.16
O0009375,3,P0069,2,21.83,43.66
O0009375,4,P0033,1,99.37,99.37
O0009376,1,P0005,1,78.89,78.89
O0009377,1,P0043,1,30.05,30.05
O0009377,2,P0068,1,28.98,28.98
O0009378,1,P0066,2,100.59,201.18
O0009378,2,P0002,2,47.11,94.22
O0009378,3,P0059,2,98.25,196.5
O0009379,1,P0025,1,24.47,24.47
O0009380,1,P0025,1,24.47,24.47
O0009380,2,P0065,1,71.97,71.97
O0009381,1,P0065,1,71.97,71.97
O0009381,2,P0047,1,109.33,109.33
O0009381,3,P0055,1,52.43,52.43
O0009382,1,P0049,1,63.74,63.74
O0009382,2,P0070,1,110.67,110.67
O0009383,1,P0068,3,28.98,86.94
O0009383,2,P0065,1,71.97,71.97
O0009384,1,P0009,2,38.06,76.12
O0009385,1,P0055,2,52.43,104.86
O0009385,2,P0047,1,109.33,109.33
O0009386,1,P0057,1,40.4,40.4
O0009386,2,P0042,1,79.38,79.38
O0009386,3,P0040,3,22.29,66.87
O0009386,4,P0005,2,78.89,157.78
O0009387,1,P0065,1,71.97,71.97
O0009387,2,P0042,1,79.38,79.38
O0009388,1,P0062,1,88.18,88.18
O0009388,2,P0024,1,37.29,37.29
O0009388,3,P0049,1,63.74,63.74
O0009388,4,P0047,1,109.33,109.33
O0009389,1,P0032,1,35.8,35.8
O0009389,2,P0041,2,51.83,103.66
O0009389,3,P0010,1,101.78,101.78
O0009390,1,P0042,3,79.38,238.14
O0009390,2,P0004,1,47.94,47.94
O0009390,3,P0005,2,78.89,157.78
O0009391,1,P0045,1,66.67,66.67
O0009392,1,P0065,1,71.97,71.97
O0009392,2,P0055,1,52.43,52.43
O0009392,3,P0024,2,37.29,74.58
O0009393,1,P0053,1,32.46,32.46
O0009393,2,P0024,1,37.29,37.29
O0009394,1,P0025,1,24.47,24.47
O0009394,2,P0032,3,35.8,107.4
O0009395,1,P0065,1,71.97,71.97
O0009395,2,P0038,1,68.95,68.95
O0009395,3,P0064,1,36.46,36.46
O0009395,4,P0025,2,24.47,48.94
O0009395,5,P0032,2,35.8,71.6
O0009396,1,P0006,1,33.97,33.97
O0009396,2,P0051,2,68.42,136.84
O0009397,1,P0040,3,22.29,66.87
O0009398,1,P0065,1,71.97,71.97
O0009398,2,P0012,1,80.31,80.31
O0009399,1,P0005,1,78.89,78.89
O0009399,2,P0010,1,101.78,101.78
O0009399,3,P0001,3,39.81,119.43
O0009400,1,P0065,1,71.97,71.97
O0009400,2,P0024,1,37.29,37.29
O0009401,1,P0064,1,36.46,36.46
O0009402,1,P0010,1,101.78,101.78
O0009402,2,P0065,1,71.97,71.97
O0009402,3,P0038,1,68.95,68.95
O0009403,1,P0038,1,68.95,68.95
O0009403,2,P0054,1,110.67,110.67
O0009403,3,P0030,2,37.94,75.88
O0009404,1,P0065,1,71.97,71.97
O0009404,2,P0057,1,40.4,40.4
O0009404,3,P0028,1,44.09,44.09
O0009404,4,P0033,2,99.37,198.74
O0009404,5,P0059,1,98.25,98.25
O0009405,1,P0065,1,71.97,71.97
O0009405,2,P0030,1,37.94,37.94
O0009406,1,P0049,2,63.74,127.48
O0009406,2,P0065,1,71.97,71.97
O0009406,3,P0012,1,80.31,80.31
O0009406,4,P0038,1,68.95,68.95
O0009406,5,P0006,2,33.97,67.94
O0009407,1,P0037,2,53.44,106.88
O0009407,2,P0058,2,92.1,184.2
O0009408,1,P0009,1,38.06,38.06
O0009409,1,P0041,1,51.83,51.83
O0009409,2,P0038,1,68.95,68.95
O0009409,3,P0047,1,109.33,109.33
O0009410,1,P0024,1,37.29,37.29
O0009410,2,P0049,1,63.74,63.74
O0009410,3,P0036,1,58.17,58.17
O0009410,4,P0038,1,68.95,68.95
O0009410,5,P0069,1,21.83,21.83
O0009411,1,P0065,1,71.97,71.97
O0009411,2,P0024,1,37.29,37.29
O0009411,3,P0042,3,79.38,238.14
O0009411,4,P0019,2,58.43,116.86
O0009412,1,P0014,1,47.23,47.23
O0009413,1,P0002,1,47.11,47.11
O0009413,2,P0024,1,37.29,37.29
O0009413,3,P0005,2,78.89,157.78
O0009414,1,P0024,2,37.29,74.58
O0009414,2,P0065,1,71.97,71.97
O0009414,3,P0011,1,45.27,45.27
O0009415,1,P0065,1,71.97,71.97
O0009415,2,P0059,1,98.25,98.25
O0009416,1,P0005,1,78.89,78.89
O0009416,2,P0055,1,52.43,52.43
O0009416,3,P0065,2,71.97,143.94
O0009416,4,P0045,1,66.67,66.67
O0009417,1,P0025,2,24.47,48.94
O0009417,2,P0005,1,78.89,78.89
O0009417,3,P0002,1,47.11,47.11
O0009418,1,P0014,2,47.23,94.46
O0009418,2,P0032,2,35.8,71.6
O0009419,1,P0012,1,80.31,80.31
O0009419,2,P0024,1,37.29,37.29
O0009420,1,P0062,1,88.18,88.18
O0009420,2,P0002,1,47.11,47.11
O0009420,3,P0023,1,22.84,22.84
O0009421,1,P0048,3,99.03,297.09
O0009421,2,P0059,1,98.25,98.25
O0009422,1,P0043,1,30.05,30.05
O0009422,2,P0062,1,88.18,88.18
O0009422,3,P0065,1,71.97,71.97
O0009422,4,P0070,1,110.67,110.67
O0009423,1,P0068,1,28.98,28.98
O0009423,2,P0045,1,66.67,66.67
O0009424,1,P0032,2,35.8,71.6
O0009424,2,P0006,1,33.97,33.97
O0009425,1,P0036,1,58.17,58.17
O0009425,2,P0025,2,24.47,48.94
O0009426,1,P0047,1,109.33,109.33
O0009426,2,P0065,1,71.97,71.97
O0009426,3,P0050,1,82.83,82.83
O0009426,4,P0070,2,110.67,221.34
O0009427,1,P0041,1,51.83,51.83
O0009428,1,P0065,1,71.97,71.97
