order_id,customer_id,store_id,order_datetime,order_status,payment_method,delivery_distance_km,delivery_type
O0003100,C07782,S008,2025-08-07 13:46:00,Completed,Card,1680.31,Standard
O0003101,C08698,S010,2025-03-07 21:12:00,Completed,UPI,1543.61,Standard
O0003102,C03010,S001,2025-10-22 16:34:00,Completed,UPI,1153.48,Standard
O0003103,C03869,S004,2025-07-16 21:55:00,Completed,Card,14.95,Express
O0003104,C09727,S008,2025-07-02 19:35:00,Completed,UPI,828.05,Express
O0003105,C04831,S019,2025-12-28 21:01:00,Completed,UPI,1668.01,Standard
O0003106,C11571,S013,2025-03-13 18:43:00,Completed,Card,1357.92,Standard
O0003107,C09036,S008,2025-08-16 19:58:00,Completed,UPI,1.45,Standard
O0003108,C05502,S009,2025-10-06 23:05:00,Cancelled,UPI,1746.13,Standard
O0003109,C08352,S021,2025-10-12 21:47:00,Completed,Card,1356.67,Standard
O0003110,C03751,S010,2025-04-23 10:13:00,Completed,Card,1749.34,Express
O0003111,C05357,S021,2025-03-14 21:55:00,Completed,Wallet,1353.81,Express
O0003112,C07901,S005,2025-10-03 15:04:00,Completed,UPI,1345.58,Standard
O0003113,C01595,S005,2025-08-27 20:39:00,Completed,Cash on Delivery,1147.06,Standard
O0003114,C11899,S005,2025-07-18 18:02:00,Completed,Card,1352.13,Express
O0003115,C03315,S018,2025-01-11 19:46:00,Cancelled,Wallet,849.03,Standard
O0003116,C10440,S013,2025-09-14 17:22:00,Completed,UPI,1739.75,Standard
O0003117,C07458,S003,2025-01-09 13:02:00,Completed,UPI,6.67,Express
O0003118,C05835,S007,2025-06-03 16:15:00,Completed,UPI,1673.27,Express
O0003119,C11425,S010,2025-07-30 15:05:00,Completed,Card,8.8,Express
O0003120,C03647,S013,2025-02-26 21:14:00,Completed,Card,6.98,Express
O0003121,C00992,S005,2025-07-24 14:46:00,Completed,Card,1749.11,Express
O0003122,C03805,S003,2025-05-17 13:01:00,Completed,Cash on Delivery,1545.92,Standard
O0003123,C10999,S007,2025-09-06 15:54:00,Completed,UPI,1355.7,Standard
O0003124,C09845,S018,2025-12-06 22:52:00,Completed,Wallet,4.92,Standard
O0003125,C05725,S017,2025-07-04 22:16:00,Completed,Wallet,1729.42,Express
O0003126,C05959,S009,2025-11-16 19:02:00,Completed,UPI,1748.57,Standard
O0003127,C05704,S010,2025-11-08 15:02:00,Completed,UPI,23.37,Express
O0003128,C01795,S016,2025-08-24 18:46:00,Completed,UPI,840.46,Standard
O0003129,C05136,S008,2025-05-31 13:01:00,Cancelled,UPI,1681.16,Express
O0003130,C08809,S018,2025-08-29 13:18:00,Completed,UPI,14.83,Express
O0003131,C08344,S010,2025-05-11 20:57:00,Completed,Wallet,1749.65,Standard
O0003132,C02512,S017,2025-04-16 14:23:00,Completed,Cash on Delivery,1136.77,Express
O0003133,C04132,S010,2025-05-02 20:34:00,Completed,Card,838.38,Standard
O0003134,C05079,S010,2025-03-15 20:10:00,Completed,UPI,1559.59,Standard
O0003135,C00742,S021,2025-09-25 18:58:00,Completed,Card,1754.13,Standard
O0003136,C03874,S001,2025-05-23 18:22:00,Completed,Wallet,1743.59,Standard
O0003137,C06717,S019,2025-09-15 19:05:00,Completed,UPI,12.44,Standard
O0003138,C09095,S006,2025-04-25 10:29:00,Completed,Card,1731.16,Standard
O0003139,C09784,S014,2025-08-13 15:15:00,Completed,Card,11.38,Standard
O0003140,C05740,S022,2025-09-17 13:27:00,Completed,Card,1723.68,Standard
O0003141,C07136,S006,2025-11-09 20:38:00,Completed,Wallet,843.06,Standard
O0003142,C09981,S014,2025-01-21 10:34:00,Completed,Card,846.12,Standard
O0003143,C11763,S010,2025-05-23 17:41:00,Completed,Cash on Delivery,7.08,Express
O0003144,C02479,S010,2025-09-08 23:38:00,Completed,Wallet,845.3,Standard
O0003145,C07507,S010,2025-01-03 11:54:00,Completed,UPI,1734.96,Standard
O0003146,C04742,S010,2025-11-25 16:58:00,Completed,Card,1733.67,Express
O0003147,C07960,S015,2025-09-17 14:57:00,Completed,UPI,1571.33,Standard
O0003148,C00607,S012,2025-06-26 18:52:00,Cancelled,Wallet,1141.01,Standard
O0003149,C03956,S019,2025-08-08 20:30:00,Completed,UPI,10.55,Express
O0003150,C08376,S010,2025-06-17 23:23:00,Completed,UPI,1546.1,Standard
O0003151,C05371,S010,2025-04-03 22:51:00,Completed,Wallet,1732.82,Standard
O0003152,C02086,S019,2025-03-12 20:50:00,Cancelled,Wallet,1664.79,Standard
O0003153,C03613,S010,2025-03-13 22:16:00,Completed,Cash on Delivery,5.28,Express
O0003154,C08232,S022,2025-04-07 21:29:00,Cancelled,UPI,13.45,Standard
O0003155,C09097,S006,2025-05-07 21:45:00,Completed,UPI,1754.57,Standard
O0003156,C01888,S022,2025-07-07 16:15:00,Completed,Wallet,835.6,Standard
O0003157,C07370,S009,2025-03-31 16:31:00,Completed,Cash on Delivery,1732.01,Express
O0003158,C11495,S010,2025-07-08 15:01:00,Completed,Card,850.28,Express
O0003159,C08114,S010,2025-10-07 22:04:00,Completed,UPI,14.05,Standard
O0003160,C10907,S005,2025-08-23 10:20:00,Completed,Card,1149.65,Standard
O0003161,C00741,S001,2025-12-17 20:21:00,Completed,UPI,1345.5,Standard
O0003162,C06978,S010,2025-08-07 09:17:00,Completed,UPI,11.15,Standard
O0003163,C06477,S010,2025-04-15 22:32:00,Completed,Wallet,1727.24,Standard
O0003164,C09042,S008,2025-11-13 16:46:00,Completed,UPI,5.64,Express
O0003165,C05168,S010,2025-08-03 17:50:00,Cancelled,UPI,1748.69,Express
O0003166,C03310,S018,2025-03-20 20:56:00,Completed,Card,854.98,Express
O0003167,C10977,S004,2025-05-25 15:30:00,Completed,UPI,1662.04,Standard
O0003168,C07115,S010,2025-08-12 20:18:00,Completed,UPI,1749.35,Standard
O0003169,C03616,S007,2025-02-16 15:05:00,Cancelled,Card,1677.39,Standard
O0003170,C04334,S010,2025-09-22 19:30:00,Completed,Cash on Delivery,1562.05,Standard
O0003171,C09917,S017,2025-01-16 18:17:00,Completed,Card,1348.85,Standard
O0003172,C05866,S012,2025-10-03 21:22:00,Completed,UPI,1673.29,Express
O0003173,C10211,S008,2025-01-28 17:55:00,Completed,Wallet,1156.91,Standard
O0003174,C10051,S012,2025-02-13 10:43:00,Completed,UPI,832.2,Express
O0003175,C08621,S019,2025-09-06 23:08:00,Cancelled,UPI,1345.09,Standard
O0003176,C01386,S005,2025-08-23 21:03:00,Completed,Wallet,1147.37,Express
O0003177,C10531,S010,2025-04-05 17:55:00,Completed,UPI,1558.01,Standard
O0003178,C06821,S004,2025-08-29 18:35:00,Completed,Wallet,1161.17,Standard
O0003179,C01004,S006,2025-08-04 14:52:00,Completed,Cash on Delivery,836.74,Standard
O0003180,C02565,S002,2025-11-14 16:32:00,Completed,UPI,1739.75,Standard
O0003181,C00283,S019,2025-10-11 20:44:00,Completed,UPI,1672.95,Standard
O0003182,C06039,S001,2025-12-16 13:49:00,Completed,UPI,1736.49,Standard
O0003183,C11860,S009,2025-06-03 10:14:00,Completed,UPI,1149.05,Standard
O0003184,C01917,S019,2025-03-03 19:18:00,Cancelled,Wallet,1561.43,Standard
O0003185,C07426,S011,2025-12-18 10:49:00,Completed,UPI,1668.2,Standard
O0003186,C05972,S008,2025-10-26 16:44:00,Completed,Wallet,1154.66,Standard
O0003187,C07245,S019,2025-04-15 18:12:00,Completed,Wallet,1549.17,Express
O0003188,C03769,S006,2025-06-01 22:47:00,Completed,Card,835.48,Standard
O0003189,C01143,S010,2025-02-21 21:47:00,Completed,UPI,1741.96,Standard
O0003190,C07822,S019,2025-06-07 17:08:00,Completed,UPI,1666.1,Standard
O0003191,C02565,S015,2025-03-31 19:10:00,Completed,UPI,1350.59,Standard
O0003192,C11001,S009,2025-04-20 20:31:00,Completed,UPI,1149.74,Express
O0003193,C06185,S019,2025-05-29 22:18:00,Completed,Card,1344.62,Standard
O0003194,C09171,S010,2025-06-18 19:06:00,Completed,Wallet,842.58,Standard
O0003195,C09187,S017,2025-11-17 19:14:00,Completed,Wallet,1738.25,Standard
O0003196,C06507,S004,2025-11-28 15:48:00,Completed,Card,11.87,Express
O0003197,C08515,S010,2025-01-22 11:25:00,Completed,Card,1735.94,Standard
O0003198,C07093,S001,2025-06-25 14:24:00,Completed,UPI,1147.41,Standard
O0003199,C07305,S004,2025-11-22 14:24:00,Completed,UPI,847.64,Standard
O0003200,C07395,S008,2025-06-10 17:49:00,Completed,UPI,1161.05,Standard
O0003201,C03325,S011,2025-07-31 19:33:00,Completed,Card,1677.62,Express
O0003202,C10390,S019,2025-04-02 12:11:00,Completed,Card,1667.87,Express
O0003203,C01974,S007,2025-08-13 21:02:00,Completed,UPI,2.69,Standard
O0003204,C08627,S003,2025-04-20 13:50:00,Cancelled,Wallet,1664.77,Express
O0003205,C10958,S003,2025-04-24 19:50:00,Completed,Wallet,1679.46,Standard
O0003206,C11879,S018,2025-02-25 23:17:00,Completed,Card,1548.7,Express
O0003207,C10125,S014,2025-07-19 14:23:00,Completed,UPI,9.94,Standard
O0003208,C07278,S018,2025-11-29 17:40:00,Completed,UPI,5.74,Standard
O0003209,C08074,S010,2025-03-06 21:43:00,Completed,Wallet,3.94,Express
O0003210,C11430,S018,2025-10-26 12:50:00,Completed,Wallet,837.9,Standard
O0003211,C03430,S015,2025-03-25 12:53:00,Completed,UPI,1564.22,Standard
O0003212,C07777,S013,2025-12-03 22:06:00,Completed,UPI,1731.51,Express
O0003213,C04056,S008,2025-01-14 16:03:00,Completed,UPI,13.19,Express
O0003214,C00727,S006,2025-11-18 19:40:00,Completed,Wallet,1741.39,Standard
O0003215,C03793,S011,2025-05-13 14:52:00,Completed,Card,1343.39,Standard
O0003216,C08632,S019,2025-09-09 16:26:00,Completed,Card,1353.94,Standard
O0003217,C00689,S021,2025-04-23 23:18:00,Completed,Card,1764.81,Express
O0003218,C03021,S010,2025-11-09 18:36:00,Completed,Wallet,1745.73,Standard
O0003219,C04650,S005,2025-07-09 15:26:00,Completed,Wallet,1728.77,Standard
O0003220,C00763,S016,2025-09-24 20:42:00,Cancelled,Wallet,7.17,Standard
O0003221,C11164,S019,2025-01-20 22:32:00,Completed,Card,7.25,Standard
O0003222,C03018,S001,2025-06-27 21:17:00,Completed,UPI,1138.7,Standard
O0003223,C00011,S010,2025-04-25 13:22:00,Completed,Card,2.54,Express
O0003224,C03076,S016,2025-06-29 21:21:00,Completed,UPI,851.07,Express
O0003225,C10132,S010,2025-12-26 16:13:00,Completed,UPI,1547.09,Express
O0003226,C04250,S022,2025-12-20 22:40:00,Completed,UPI,836.36,Standard
O0003227,C02834,S006,2025-10-24 15:41:00,Completed,Wallet,1556.51,Standard
O0003228,C01321,S010,2025-01-10 09:51:00,Completed,Card,1726.32,Express
O0003229,C09814,S014,2025-05-17 20:24:00,Completed,UPI,8.88,Standard
O0003230,C11117,S007,2025-09-02 23:36:00,Completed,UPI,1560.6,Express
O0003231,C04622,S010,2025-08-27 17:32:00,Completed,Card,839.51,Express
O0003232,C07234,S024,2025-09-24 23:24:00,Completed,Wallet,1150.95,Standard
O0003233,C00961,S006,2025-09-08 15:55:00,Completed,Card,3.97,Standard
O0003234,C06968,S012,2025-07-29 21:42:00,Completed,Card,1665.91,Standard
O0003235,C00853,S019,2025-07-16 16:04:00,Completed,UPI,9.7,Express
O0003236,C04751,S010,2025-08-19 18:17:00,Completed,Cash on Delivery,1748.11,Express
O0003237,C03860,S012,2025-06-10 13:28:00,Completed,Cash on Delivery,6.29,Standard
O0003238,C06053,S016,2025-12-27 19:36:00,Cancelled,Card,1659.45,Express
O0003239,C06694,S004,2025-10-24 17:32:00,Completed,UPI,11.05,Standard
O0003240,C11436,S015,2025-12-27 09:57:00,Cancelled,Card,1353.96,Standard
O0003241,C10495,S019,2025-10-17 21:54:00,Completed,Wallet,1676.11,Standard
O0003242,C05047,S021,2025-08-22 13:38:00,Completed,Wallet,1742.23,Standard
O0003243,C00153,S016,2025-07-10 16:46:00,Completed,UPI,844.39,Standard
O0003244,C03877,S010,2025-09-11 23:50:00,Completed,Wallet,6.44,Standard
O0003245,C00937,S010,2025-06-25 20:45:00,Completed,UPI,4.1,Express
O0003246,C06563,S015,2025-03-11 16:21:00,Completed,UPI,1565.72,Standard
O0003247,C09181,S010,2025-04-26 13:52:00,Completed,Card,1548.17,Standard
O0003248,C04931,S015,2025-06-08 21:46:00,Completed,UPI,1354.57,Standard
O0003249,C06079,S008,2025-12-29 22:26:00,Completed,Cash on Delivery,1143.25,Standard
O0003250,C11283,S010,2025-12-30 21:58:00,Completed,UPI,848.33,Express
O0003251,C05875,S021,2025-11-26 22:15:00,Completed,UPI,1763.22,Express
O0003252,C06221,S009,2025-10-13 09:35:00,Completed,Wallet,1360.36,Standard
O0003253,C06232,S005,2025-12-31 21:57:00,Completed,Card,1141.94,Express
O0003254,C05156,S021,2025-05-26 19:08:00,Completed,Wallet,1355.4,Express
O0003255,C02759,S010,2025-12-04 18:12:00,Completed,UPI,843.12,Standard
O0003256,C04164,S003,2025-11-04 13:02:00,Completed,UPI,1668.42,Standard
O0003257,C07513,S023,2025-07-14 08:45:00,Completed,Wallet,1669.95,Standard
O0003258,C04570,S024,2025-11-16 14:18:00,Completed,UPI,1144.03,Standard
O0003259,C08900,S019,2025-08-23 09:56:00,Completed,Wallet,1664.26,Standard
O0003260,C05690,S010,2025-01-10 20:27:00,Completed,UPI,841.05,Standard
O0003261,C02040,S018,2025-09-06 22:17:00,Completed,Cash on Delivery,1729.02,Express
O0003262,C07992,S024,2025-12-12 22:45:00,Completed,Card,13.34,Express
O0003263,C01546,S013,2025-07-26 10:39:00,Completed,UPI,1145.59,Standard
O0003264,C08402,S002,2025-03-17 23:07:00,Completed,Wallet,1558.2,Standard
O0003265,C05424,S010,2025-02-13 14:20:00,Completed,Card,1731.23,Standard
O0003266,C03400,S001,2025-01-23 17:01:00,Completed,UPI,1143.39,Standard
O0003267,C07212,S006,2025-11-06 12:58:00,Completed,UPI,842.32,Express
O0003268,C11017,S019,2025-01-25 22:34:00,Completed,Card,1553.59,Standard
O0003269,C03941,S014,2025-10-19 14:30:00,Completed,UPI,1735.93,Express
O0003270,C04223,S013,2025-02-20 22:51:00,Completed,Card,1743.65,Standard
O0003271,C10459,S010,2025-02-22 08:46:00,Completed,UPI,1553.2,Standard
O0003272,C03236,S021,2025-06-04 20:06:00,Completed,UPI,1759.81,Standard
O0003273,C06088,S002,2025-09-08 15:47:00,Completed,Card,12.13,Standard
O0003274,C03410,S019,2025-08-21 18:15:00,Completed,UPI,1663.44,Standard
O0003275,C00173,S012,2025-06-06 18:25:00,Completed,UPI,1143.76,Express
O0003276,C06208,S020,2025-04-17 10:46:00,Cancelled,Wallet,3.49,Express
O0003277,C06429,S006,2025-03-28 23:43:00,Completed,UPI,1748.78,Standard
O0003278,C11155,S010,2025-03-18 11:09:00,Cancelled,UPI,1553.87,Express
O0003279,C11301,S010,2025-10-09 16:57:00,Completed,Card,852.32,Express
O0003280,C04167,S024,2025-10-24 21:25:00,Completed,Card,1673.64,Standard
O0003281,C05448,S009,2025-03-09 19:15:00,Completed,UPI,1746.44,Standard
O0003282,C10688,S017,2025-01-23 17:11:00,Completed,UPI,1153.73,Standard
O0003283,C00793,S010,2025-11-01 19:14:00,Completed,Card,1733.51,Standard
O0003284,C01273,S014,2025-11-16 21:29:00,Completed,UPI,845.03,Standard
O0003285,C03958,S009,2025-03-07 14:44:00,Completed,UPI,7.27,Standard
O0003286,C04925,S006,2025-05-22 20:24:00,Cancelled,Cash on Delivery,1556.27,Express
O0003287,C11520,S014,2025-03-26 14:17:00,Completed,Cash on Delivery,845.12,Standard
O0003288,C11367,S010,2025-05-19 19:11:00,Completed,UPI,834.3,Standard
O0003289,C08266,S010,2025-09-21 16:18:00,Completed,Card,1563.57,Standard
O0003290,C08321,S010,2025-06-24 19:01:00,Completed,Card,1551.3,Standard
O0003291,C03489,S015,2025-12-07 08:52:00,Completed,UPI,1341.64,Standard
O0003292,C04994,S004,2025-03-14 17:57:00,Completed,UPI,844.55,Express
O0003293,C05535,S010,2025-11-29 10:11:00,Completed,UPI,1559.08,Standard
O0003294,C01412,S010,2025-09-18 16:04:00,Completed,UPI,1564.92,Express
O0003295,C00154,S013,2025-07-31 21:48:00,Completed,Wallet,7.57,Standard
O0003296,C09147,S021,2025-04-02 21:09:00,Completed,Card,25.97,Standard
O0003297,C05682,S011,2025-09-28 15:16:00,Completed,Card,1561.52,Standard
O0003298,C00799,S010,2025-10-14 18:57:00,Completed,UPI,20.85,Express
O0003299,C03369,S015,2025-03-06 17:17:00,Completed,Cash on Delivery,1557.55,Standard
O0003300,C05932,S013,2025-03-07 17:47:00,Completed,Wallet,1152.8,Express
O0003301,C03151,S007,2025-09-22 19:17:00,Completed,Wallet,1554.42,Standard
O0003302,C07964,S009,2025-10-11 19:06:00,Completed,UPI,1739.84,Standard
O0003303,C08375,S014,2025-06-01 16:36:00,Completed,Card,1749.92,Standard
O0003304,C09282,S017,2025-07-08 17:15:00,Completed,Card,1347.62,Express
O0003305,C04541,S018,2025-09-04 09:13:00,Completed,UPI,10.09,Express
O0003306,C11206,S010,2025-10-05 20:18:00,Completed,UPI,1739.76,Standard
O0003307,C04514,S001,2025-02-25 18:08:00,Completed,Card,1728.55,Standard
O0003308,C01621,S010,2025-01-10 19:06:00,Cancelled,Card,1739.24,Express
O0003309,C00502,S006,2025-10-17 22:02:00,Completed,Cash on Delivery,1734.48,Express
O0003310,C00614,S020,2025-05-07 14:33:00,Completed,Wallet,844.51,Standard
O0003311,C05793,S010,2025-06-03 15:20:00,Completed,UPI,14.38,Standard
O0003312,C09899,S012,2025-06-26 14:12:00,Completed,UPI,8.46,Standard
O0003313,C07833,S014,2025-01-21 14:51:00,Completed,UPI,847.41,Standard
O0003314,C04947,S004,2025-05-13 14:49:00,Completed,UPI,1135.17,Standard
O0003315,C00902,S010,2025-06-18 19:13:00,Completed,UPI,1546.77,Standard
O0003316,C08890,S007,2025-06-30 20:54:00,Completed,UPI,1566.05,Standard
O0003317,C03993,S010,2025-11-03 17:38:00,Completed,UPI,14.62,Standard
O0003318,C10032,S021,2025-03-15 19:20:00,Completed,Card,23.64,Standard
O0003319,C10425,S006,2025-10-30 14:04:00,Completed,Card,830.79,Standard
O0003320,C06238,S021,2025-11-02 20:10:00,Completed,Wallet,1162.85,Standard
O0003321,C00082,S020,2025-06-06 09:07:00,Completed,UPI,850.05,Standard
O0003322,C06852,S006,2025-03-11 22:43:00,Completed,UPI,3.98,Express
O0003323,C09959,S004,2025-10-25 17:18:00,Completed,UPI,842.08,Express
O0003324,C05559,S024,2025-06-25 10:46:00,Completed,UPI,13.83,Standard
O0003325,C10709,S001,2025-06-09 13:24:00,Completed,UPI,4.97,Standard
O0003326,C05447,S014,2025-06-15 11:37:00,Completed,UPI,1730.51,Express
O0003327,C06356,S004,2025-06-26 17:05:00,Cancelled,Card,1657.98,Standard
O0003328,C10353,S001,2025-06-18 18:36:00,Completed,Cash on Delivery,1133.28,Standard
O0003329,C02599,S022,2025-08-20 18:47:00,Completed,Cash on Delivery,822.02,Express
O0003330,C04679,S024,2025-03-23 21:32:00,Completed,UPI,825.49,Express
O0003331,C10082,S019,2025-08-06 17:27:00,Completed,UPI,18.24,Standard
O0003332,C05854,S020,2025-05-11 20:47:00,Completed,Cash on Delivery,1150.28,Standard
O0003333,C09077,S012,2025-07-03 16:41:00,Completed,UPI,15.64,Standard
O0003334,C05201,S009,2025-06-14 08:56:00,Completed,Card,1150.33,Standard
O0003335,C01098,S013,2025-09-25 23:31:00,Completed,UPI,1155.92,Standard
O0003336,C00385,S020,2025-04-28 14:03:00,Completed,Card,830.73,Express
O0003337,C07761,S008,2025-01-11 10:37:00,Completed,UPI,825.55,Standard
O0003338,C09980,S010,2025-05-05 19:29:00,Completed,UPI,1550.66,Standard
O0003339,C07643,S016,2025-02-13 13:22:00,Completed,Card,4.84,Standard
O0003340,C06250,S010,2025-11-23 22:32:00,Completed,Card,1739.04,Standard
O0003341,C11728,S010,2025-04-18 22:47:00,Completed,Wallet,837.36,Standard
O0003342,C03227,S001,2025-09-01 20:59:00,Completed,UPI,5.28,Standard
O0003343,C05089,S003,2025-05-24 18:22:00,Completed,Card,1356.44,Standard
O0003344,C05296,S010,2025-09-25 19:14:00,Completed,Card,1737.57,Standard
O0003345,C07631,S015,2025-09-30 08:49:00,Completed,Card,12.6,Standard
O0003346,C03434,S010,2025-09-02 16:15:00,Completed,UPI,9.77,Standard
O0003347,C01894,S010,2025-08-16 20:28:00,Completed,Card,1733.73,Standard
O0003348,C03379,S015,2025-04-16 16:53:00,Completed,Card,5.53,Standard
O0003349,C05390,S005,2025-02-26 11:47:00,Completed,Cash on Delivery,6.12,Express
O0003350,C03750,S008,2025-12-15 20:36:00,Completed,Card,840.58,Express
O0003351,C00695,S011,2025-04-24 14:20:00,Completed,Cash on Delivery,1676.04,Standard
O0003352,C03554,S007,2025-03-23 18:21:00,Completed,Wallet,1360.27,Standard
O0003353,C07921,S006,2025-01-15 18:34:00,Completed,Card,8.01,Standard
O0003354,C08241,S018,2025-11-04 18:03:00,Completed,Card,838.84,Standard
O0003355,C08219,S013,2025-05-26 15:24:00,Completed,Card,9.08,Standard
O0003356,C04888,S018,2025-08-08 10:06:00,Completed,Wallet,1734.29,Express
O0003357,C04932,S001,2025-12-29 11:00:00,Completed,UPI,1167.12,Standard
O0003358,C06296,S010,2025-10-09 11:44:00,Completed,Card,845.06,Express
O0003359,C07368,S001,2025-03-26 17:09:00,Completed,Card,1747.42,Express
O0003360,C03837,S004,2025-05-23 20:59:00,Completed,UPI,1663.82,Standard
O0003361,C01181,S011,2025-10-20 14:37:00,Completed,UPI,1352.98,Standard
O0003362,C11543,S001,2025-01-17 18:13:00,Completed,Wallet,1752.51,Standard
O0003363,C04216,S009,2025-07-17 10:41:00,Completed,Card,1735.84,Standard
O0003364,C02556,S021,2025-08-07 17:06:00,Completed,Card,1153.34,Standard
O0003365,C01138,S001,2025-09-26 21:02:00,Completed,Cash on Delivery,1353.96,Express
O0003366,C10892,S020,2025-10-30 16:13:00,Completed,UPI,1156.26,Express
O0003367,C04287,S015,2025-03-01 09:48:00,Completed,Card,12.66,Standard
O0003368,C03549,S016,2025-07-15 15:19:00,Completed,UPI,8.58,Standard
O0003369,C00990,S018,2025-12-21 09:37:00,Completed,Card,1730.29,Standard
O0003370,C10688,S009,2025-01-29 18:13:00,Completed,Wallet,1157.8,Standard
O0003371,C08074,S019,2025-03-06 20:15:00,Completed,UPI,1550.87,Express
O0003372,C00323,S010,2025-08-06 13:07:00,Completed,Card,2.01,Standard
O0003373,C11329,S001,2025-11-10 15:38:00,Completed,Card,1150.11,Express
O0003374,C09328,S019,2025-02-05 21:48:00,Completed,UPI,1342.45,Express
O0003375,C11694,S011,2025-03-13 17:43:00,Completed,UPI,1342.4,Express
O0003376,C05405,S022,2025-11-19 19:34:00,Completed,UPI,832.94,Standard
O0003377,C01035,S021,2025-02-06 20:07:00,Completed,Wallet,1152.57,Express
O0003378,C09006,S006,2025-01-06 13:53:00,Completed,Card,822.97,Standard
O0003379,C02995,S007,2025-07-01 19:00:00,Completed,UPI,1549.94,Standard
O0003380,C03135,S010,2025-03-02 16:28:00,Completed,Card,1751.55,Express
O0003381,C01137,S012,2025-05-04 16:16:00,Completed,UPI,1656.03,Standard
O0003382,C00071,S010,2025-12-20 13:48:00,Completed,Wallet,847.51,Express
O0003383,C01350,S003,2025-01-02 22:57:00,Completed,Card,1554.77,Express
O0003384,C06821,S002,2025-10-06 14:05:00,Completed,UPI,1751.76,Standard
O0003385,C00164,S019,2025-09-09 20:08:00,Completed,UPI,1341.51,Standard
O0003386,C01243,S009,2025-03-23 21:36:00,Completed,UPI,6.72,Express
O0003387,C08301,S004,2025-10-25 18:43:00,Completed,UPI,1142.72,Standard
O0003388,C02658,S019,2025-12-10 18:07:00,Completed,Wallet,8.02,Express
O0003389,C07515,S008,2025-07-20 09:45:00,Completed,UPI,1668.95,Express
O0003390,C07886,S011,2025-07-13 20:35:00,Completed,Card,1552.73,Standard
O0003391,C10214,S007,2025-12-21 22:16:00,Cancelled,UPI,1672.07,Express
O0003392,C06156,S015,2025-08-15 20:03:00,Completed,UPI,10.65,Standard
O0003393,C05125,S007,2025-10-30 14:25:00,Completed,UPI,3.43,Standard
O0003394,C10313,S019,2025-04-30 22:36:00,Completed,Wallet,7.96,Standard
O0003395,C05207,S009,2025-03-25 22:33:00,Cancelled,Wallet,1749.86,Express
O0003396,C05152,S009,2025-07-20 18:59:00,Completed,Card,1152.69,Standard
O0003397,C02784,S018,2025-08-03 19:19:00,Completed,UPI,1731.16,Standard
O0003398,C10073,S008,2025-12-13 22:52:00,Completed,UPI,17.31,Express
O0003399,C00600,S021,2025-03-18 21:09:00,Completed,Wallet,25.61,Standard
O0003400,C08885,S009,2025-04-08 12:00:00,Completed,Wallet,1159.04,Express
O0003401,C10591,S021,2025-03-16 17:09:00,Completed,UPI,1751.84,Standard
O0003402,C04968,S015,2025-06-01 18:02:00,Completed,UPI,1679.83,Express
O0003403,C00689,S023,2025-11-27 17:59:00,Completed,UPI,1567.91,Standard
O0003404,C07415,S008,2025-05-24 19:22:00,Completed,Card,4.16,Standard
O0003405,C07019,S009,2025-03-16 08:36:00,Completed,UPI,1162.17,Express
O0003406,C10105,S002,2025-04-09 19:43:00,Completed,Card,1543.51,Standard
O0003407,C00754,S015,2025-03-10 20:37:00,Completed,Card,1340.34,Standard
O0003408,C11889,S016,2025-10-13 23:07:00,Completed,Cash on Delivery,859.98,Standard
O0003409,C11192,S021,2025-08-07 22:10:00,Completed,UPI,1752.6,Express
O0003410,C09367,S007,2025-05-02 19:49:00,Cancelled,UPI,1355.91,Standard
O0003411,C06215,S018,2025-08-18 20:03:00,Completed,Card,1737.51,Standard
O0003412,C07542,S009,2025-12-17 16:04:00,Completed,UPI,6.41,Express
O0003413,C11023,S001,2025-01-24 17:47:00,Completed,UPI,1345.55,Standard
O0003414,C08690,S011,2025-08-19 18:53:00,Completed,Card,1338.88,Express
O0003415,C08906,S010,2025-02-05 16:16:00,Completed,UPI,1745.65,Standard
O0003416,C04159,S010,2025-07-04 22:35:00,Completed,Wallet,847.25,Standard
O0003417,C09258,S007,2025-04-15 18:54:00,Completed,Card,1356.68,Standard
O0003418,C00236,S019,2025-03-15 18:59:00,Completed,Wallet,1672.48,Express
O0003419,C04596,S021,2025-08-04 13:52:00,Completed,UPI,1149.21,Express
O0003420,C08697,S018,2025-12-16 19:06:00,Completed,UPI,1735.47,Standard
O0003421,C09464,S010,2025-08-19 18:04:00,Completed,UPI,1542.21,Express
O0003422,C02060,S010,2025-11-06 14:11:00,Completed,Card,12.17,Express
O0003423,C09172,S001,2025-02-12 18:24:00,Completed,Card,22.45,Standard
O0003424,C08231,S014,2025-03-09 14:43:00,Completed,Wallet,1736.05,Standard
O0003425,C11212,S005,2025-01-06 20:00:00,Completed,Wallet,1726.85,Express
O0003426,C07152,S013,2025-02-16 19:08:00,Cancelled,Wallet,3.85,Standard
O0003427,C09142,S007,2025-08-19 19:05:00,Completed,Card,1556.44,Standard
O0003428,C07095,S008,2025-02-12 18:07:00,Completed,UPI,1670.25,Standard
O0003429,C03359,S001,2025-01-27 15:23:00,Completed,Wallet,1144.29,Express
O0003430,C09107,S010,2025-02-18 17:01:00,Completed,Cash on Delivery,852.63,Express
O0003431,C01762,S022,2025-05-02 19:15:00,Completed,Card,1714.82,Express
O0003432,C04382,S001,2025-10-26 17:24:00,Cancelled,UPI,1353.32,Express
O0003433,C03777,S002,2025-11-12 19:01:00,Completed,UPI,1732.64,Standard
